family,fold,diameter_in,pitch_in,points,atlas_c,atlas_weight,fixed_joint,fixed_ct,fixed_cp,plain_j_joint,plain_j_ct,plain_j_cp,safe_atlas_joint,safe_atlas_ct,safe_atlas_cp,raw_atlas_joint,raw_atlas_ct,raw_atlas_cp,direct_poly_joint,direct_poly_ct,direct_poly_cp,extra_trees_joint,extra_trees_ct,extra_trees_cp,hist_gb_joint,hist_gb_ct,hist_gb_cp,mlp_joint,mlp_ct,mlp_cp
ancf_11x4,0,11.0,4.0,63,-0.05118022367049302,0.6000000000000001,0.03707121940376289,0.0466980207786776,0.029428984037572374,0.040778359822323,0.04610323649747445,0.0360685009584943,0.050960910528108694,0.047659532837851765,0.054490974779159394,0.08050160244144626,0.07198706863090644,0.09002322387743913,0.07275934095920428,0.029907973342601816,0.17700703542078258,0.0966324589471162,0.04280161302569676,0.2181654256011322,0.08825606518803453,0.039554762912338025,0.1969202308135942,0.11681285411176165,0.06646993817378084,0.20528442271243294
ancf_125x75,0,12.5,7.5,123,-0.07079571081908864,0.0,0.05384206179689474,0.06714616033223464,0.04317398946115068,0.07785639235212287,0.04851144098619851,0.12495233509580196,0.05384206179689474,0.06714616033223464,0.04317398946115068,0.15442414858463663,0.11445240644193054,0.20835575596384717,0.049732675208962164,0.022985245402523502,0.10760550692961396,0.06828308311982047,0.04030981470075591,0.11566859026669939,0.06974009587838065,0.042401347329537036,0.11470581194804758,0.07482156924980071,0.04228076896817641,0.1324069396471097
ancf_12x8,0,12.0,8.0,115,-0.05502779844671157,0.0,0.06603745699491782,0.07732841472309383,0.05639512644830208,0.06313504319292089,0.04692292338012953,0.08494853670306385,0.06603745699491782,0.07732841472309383,0.05639512644830208,0.1315986803603402,0.10116527630513848,0.17118732143178408,0.05543322866035434,0.02442242190883778,0.1258205615798962,0.05937032489962989,0.027599015789177915,0.12771598471528706,0.05393068934327551,0.02563060379357543,0.11347837438655815,0.07427692351833207,0.033439385177120626,0.16498692598938536
ancf_14x8,0,14.0,8.0,92,-0.06120327506567902,0.1,0.04725993958340253,0.04306624782405088,0.0518620033617029,0.042938971047410075,0.03523004286516424,0.05233474286894613,0.04672459590922656,0.042436995052992574,0.05144539240241417,0.14068940830283705,0.1071187820250286,0.18478094349483531,0.04630786795377475,0.019109439121103196,0.11221776949256898,0.06205254331083836,0.03344759945175086,0.11512091134964574,0.043125489438205634,0.019435669415394038,0.09569044417949008,0.0668240395651644,0.035448149813341,0.1259713775562434
ancf_9x5,0,9.0,5.0,83,-0.1331900930438279,0.8,0.03204100576435551,0.03554574549171779,0.028881826395529338,0.06221269503256986,0.07335823261841709,0.05276053259554466,0.05469541154811746,0.05601423721243492,0.0534076369383072,0.0691501736887455,0.073563926625751,0.06500124096842083,0.04307371387890812,0.020554865218536694,0.09026305001741697,0.05494279820456066,0.03296345649442319,0.091577504169133,0.050773698084513645,0.028793585810981858,0.08953273253635916,0.06525663078599149,0.03725588384228043,0.11430215639405845
ancf_9x7,0,9.0,7.0,114,0.017340488928438758,0.0,0.0392697412583566,0.04699168006705763,0.032816715135480644,0.04575784384403047,0.044750005849118195,0.046788379878970124,0.0392697412583566,0.04699168006705763,0.032816715135480644,0.20344591732270018,0.20132546763836748,0.20558870052954512,0.03927731557822651,0.021893268511553647,0.07046492478806751,0.04487236306257849,0.03316592490494949,0.06071077386174058,0.031003095749867805,0.020999059811695916,0.04577309435254395,0.05376675576295401,0.03509652415876286,0.08236895517618831
ancf_10x7,1,10.0,7.0,111,-0.08348990340019324,0.0,0.07409744168081014,0.10372792977832762,0.05293107531765474,0.06229910452595498,0.06833138037611435,0.056799356362666927,0.07409744168081014,0.10372792977832762,0.05293107531765474,0.127471155872519,0.09196011691345025,0.1766950295938504,0.0440434461162276,0.021549361729507225,0.0900177541285072,0.059774602836856226,0.04336521668029432,0.08239329623660147,0.046683633394770274,0.0254782767964909,0.08553803086233336,0.08199132580142149,0.041641776499253,0.16143829759029227
ancf_125x6,1,12.5,6.0,101,-0.0463189761291134,0.0,0.042869384201794536,0.07269089434057584,0.025282177616780612,0.051151931606616984,0.03393839822836969,0.07709615785287201,0.042869384201794536,0.07269089434057584,0.025282177616780612,0.0812871913025049,0.06278934024785579,0.10523454210168538,0.05416199700067286,0.022103122640790406,0.13271979560422842,0.0722925977587894,0.03404439273222826,0.1535119081670886,0.06441854020827059,0.025268561448714984,0.16422574474557622,0.07721445080666929,0.030881698644249233,0.19306164087854683
ancf_12x10,1,12.0,10.0,141,-0.08751975794326228,0.0,0.0460378936320035,0.040403949976276186,0.05245743674358965,0.0472386731914404,0.04400979276402438,0.050704447913506964,0.0460378936320035,0.040403949976276186,0.05245743674358965,0.16387427534537197,0.11302110434088518,0.23760852697893978,0.03019668603174545,0.019349094659842605,0.047125711219567115,0.03397508021852638,0.028022662767337777,0.041191876926154246,0.03274698711988014,0.018629744211108454,0.05756199082916935,0.059413798465201895,0.04256062515201046,0.08294049806495568
ancf_12x65,1,12.0,65.0,104,-0.03667411408421439,0.0,0.03877986669705161,0.06198252244279298,0.024262937385762295,0.05040903302309259,0.03667573204431736,0.06928479593134557,0.03877986669705161,0.06198252244279298,0.024262937385762295,0.08986099252447936,0.07169167953611415,0.1126350788506331,0.1249363843332857,0.06714200575819802,0.23247890726542092,0.12305631057842989,0.09543673318597914,0.1586690477309807,0.11249045905209823,0.06080448088420256,0.20811136274398187,0.2480537890323102,0.24100761961148878,0.2553059623279757
