family,fold,diameter_in,pitch_in,points,probe_indices,atlas_tau,atlas_weight,fixed_joint,fixed_ct,fixed_cp,plain_j_joint,plain_j_ct,plain_j_cp,safe_atlas_joint,safe_atlas_ct,safe_atlas_cp,raw_atlas_joint,raw_atlas_ct,raw_atlas_cp,direct_poly_joint,direct_poly_ct,direct_poly_cp,extra_trees_joint,extra_trees_ct,extra_trees_cp,hist_gb_joint,hist_gb_ct,hist_gb_cp,mlp_joint,mlp_ct,mlp_cp
ancf_125x9,2,12.5,9.0,135,0;23;71;95;96,-0.2185512164801158,0.1,0.04201699582257686,0.08336317589586949,0.021177551346648203,0.05900486198478914,0.03258807244334041,0.1068358290873843,0.0413238458385428,0.06648010399642747,0.025686786455379463,0.12624260507494262,0.10436875253828443,0.1527008318918238,0.041812321826483805,0.02255722722988783,0.07750377467515307,0.060744013197703554,0.045786532209885496,0.08058778337805922,0.04593540967818296,0.029068880275771838,0.07258834335153895,0.09101303296451954,0.06301748308590148,0.131445620544847
ancf_12x9,2,12.0,9.0,136,0;24;72;96;97,-0.22820578799943833,0.2,0.015080772178347352,0.01220145683879713,0.01863955202234986,0.0418076946826905,0.01942697104650319,0.08997199463040753,0.03380549858394535,0.027335671480501006,0.04180660918918043,0.15144790538179126,0.1280530281603631,0.17911695157890567,0.03328324977177238,0.01600613815552212,0.06920936859388559,0.059111817176918734,0.04315002787459323,0.080978092067812,0.08215233365994934,0.051230575523480586,0.13173785101598873,0.09913603927403736,0.0652352675841045,0.1506540042971817
ancf_13x10,2,13.0,10.0,183,0;11;28;87;169,-0.2504882852169438,0.5,0.027662445118445372,0.03132042915464418,0.024431685343543157,0.03792413845839924,0.03838677519485105,0.03746707741172153,0.08564652330450848,0.0674629108389534,0.10873125489145455,0.17476642641841256,0.1413718034173193,0.21604947425690532,0.04286082039040051,0.03820151947518297,0.0480883993562503,0.06198462106019673,0.06280100691401841,0.06117884786841776,0.04929714639594548,0.06404492668263205,0.03794537317258439,0.07374131599634474,0.0759063035152131,0.07163807790723113
ancf_13x5,2,13.0,5.0,114,0;10;37;81;113,-0.08555615097902225,0.2,0.04860292431025157,0.03578254807801723,0.0660166583541677,0.04240580576923926,0.02387034457501206,0.07533416022912763,0.04251411124250949,0.02839094169219538,0.06366289904492096,0.055174721291438404,0.040571631110617866,0.07503395318979932,0.07312865296664946,0.028605601439039455,0.1869493950726114,0.07887293744119447,0.029317995978162925,0.2121884546691442,0.08250041391617155,0.03411484739778506,0.19951190802575713,0.13593443689599016,0.06326731718941146,0.29206503381373783
ancf_13x65,2,13.0,65.0,146,0;13;55;107;145,-0.08899714778404072,0.0,0.06047838680939786,0.07909789012972374,0.04624188161110846,0.07350405827204613,0.054927625835723304,0.09836300951035286,0.06047838680939786,0.07909789012972374,0.04624188161110846,0.07231726367164677,0.05831377361224842,0.08968355674817792,0.10780937642035589,0.048089180551182824,0.241693901017411,0.08070050830026862,0.03259790739649322,0.1997849727195165,0.07310342363703948,0.03558678509651693,0.15017120914301188,0.16309886124624276,0.11060316176523013,0.24051065191324097
ancf_14x12,2,14.0,12.0,107,0;30;51;70;106,-0.3,0.0,0.027842584262338533,0.02367663281461788,0.03274154329608936,0.04176026310545322,0.038759095707498,0.0449938148143976,0.027842584262338533,0.02367663281461788,0.03274154329608936,0.09825390198519832,0.08954887664508734,0.10780514080124495,0.036759200421414076,0.026492690748960608,0.05100421200797439,0.07175015470429116,0.06990729242780269,0.07364159762597644,0.045437374493180874,0.038766298424938624,0.05325643883258717,0.07657029666198718,0.06568373168597112,0.08926122466572589
ancf_14x9,2,14.0,9.0,97,0;24;43;58;96,-0.19973246781088982,0.0,0.038232615035708,0.025299863958978836,0.05777631274376402,0.04383573836170936,0.03217481876158973,0.059722852580919854,0.038232615035708,0.025299863958978836,0.05777631274376402,0.08782125118496961,0.07425174219169826,0.10387058851470066,0.05103233575435169,0.02686387338041931,0.09694429599430432,0.06000355118574792,0.03898591233125533,0.09235197894841052,0.05281449947825418,0.03355653783974275,0.08312452757968712,0.07675701489742685,0.05183896907115956,0.11365271033604721
ancf_9x6,2,9.0,6.0,94,0;13;43;60;93,-0.22641669877961093,1.0,0.04235775966535903,0.032138387588798875,0.055826690088635236,0.04398740286042168,0.06341444515598298,0.03051184325031474,0.07738422082281497,0.07084475977468811,0.08452731933031038,0.07738422082281497,0.07084475977468811,0.08452731933031038,0.04258476148198656,0.025887037667851567,0.07005289418378592,0.06312595349462422,0.04951325573581761,0.08048119529580468,0.05368378896595724,0.03670439868092743,0.07851781533854603,0.04020434389271536,0.02084134874727717,0.07755684564584109
ancf_10x12,3,10.0,12.0,152,0;32;52;136;137,-0.3,0.0,0.04159416805853341,0.050536368997802894,0.034234252495598506,0.04406006021359657,0.06397867688287942,0.030342748562611186,0.04159416805853341,0.050536368997802894,0.034234252495598506,0.17326519801242032,0.17045092630414654,0.1761259354420587,0.07944027879649346,0.052114683242704934,0.12109366310209692,0.14135434052615545,0.13293274769217414,0.15030946047886898,0.15583962417015512,0.14327806917447825,0.1695024828393011,0.14916552391987992,0.12149148758445229,0.1831433129076257
ancf_10x4,3,10.0,4.0,93,0;8;31;64;92,0.0,0.7000000000000001,0.03598547324526328,0.044404800364999795,0.02916248410174708,0.04455072850569624,0.03942872095869888,0.05033811298285013,0.032209460606010966,0.030650260601997683,0.033847978195087676,0.0448947853804745,0.042953889831793546,0.04692338138063125,0.05457334633600405,0.02114731164517692,0.14083351020122212,0.08855136292184874,0.04450020483091044,0.17620916364569778,0.07812120962004013,0.03381415249030832,0.1804842926123151,0.11078903160765337,0.05906061506268386,0.207823936671408
ancf_11x12,3,11.0,12.0,154,0;33;54;115;153,-0.3,0.0,0.047067344046153946,0.05954022438733595,0.03720736524517061,0.04919214342449441,0.0743608413401836,0.03254222156559121,0.047067344046153946,0.05954022438733595,0.03720736524517061,0.187015665223853,0.14112089048200457,0.2478361560762698,0.06471677895513016,0.04606195810864286,0.09092669201011042,0.1172653511919628,0.10853192343886886,0.12670154692245716,0.14186385729646905,0.12771757331006683,0.15757701532719803,0.1431179546146374,0.12202922759229692,0.16785117252000353
ancf_12x13,3,12.0,13.0,155,0;35;55;116;154,-0.3,0.0,0.03750606425512441,0.033293195840559536,0.04225202238457982,0.0454201136616439,0.048403325911639906,0.04262076388723009,0.03750606425512441,0.033293195840559536,0.04225202238457982,0.1624791717793316,0.12663558302572842,0.20846811481678096,0.06315600511908727,0.04764950278597352,0.08370876398266043,0.11138570925042948,0.1035946643888187,0.11976269529341045,0.1358074943805016,0.12288611573808358,0.1500875458479001,0.16297639903344316,0.1365673760259685,0.19449232616768897
ancf_12x6,3,12.0,6.0,97,0;12;48;64;96,-0.03581659037864565,0.0,0.04177328367561648,0.06403060203757031,0.02725270688567997,0.045335618581560246,0.028652319097046394,0.07173305257460232,0.04177328367561648,0.06403060203757031,0.02725270688567997,0.039381634585335064,0.03214280843873328,0.04825070421487971,0.050077626941793144,0.0181240224662995,0.13836711606291857,0.05772023809742293,0.02322270668992586,0.14346415043292396,0.05530579973804754,0.02264626886546033,0.1350655820098533,0.08525721380312104,0.037674987053118905,0.19293417394470874
ancf_13x11,3,13.0,11.0,140,0;25;53;83;101,-0.17930077680013023,0.2,0.020019970599686,0.02031827626066647,0.01972604455566867,0.03310562029058653,0.03017898139765967,0.03631607311005818,0.01637938844610016,0.011392306375510992,0.023549609449140686,0.06197052777459471,0.04791419762290788,0.0801504878133603,0.03566910576966064,0.01844441130047253,0.06897943695143273,0.057286973880504896,0.03561160506993543,0.09215527831280648,0.05622755388068474,0.030899643355593667,0.10231632058086464,0.046767656661736254,0.023940139253945107,0.09136177891152457
ancf_15x6,3,15.0,6.0,59,0;11;21;34;58,0.0020570546676291768,0.4,0.036397681577077345,0.024969702916683524,0.053055946584817215,0.02980616241398928,0.019840974007414382,0.04477639643684418,0.02526760022582682,0.013916080382587475,0.0458786959847593,0.033512783040332984,0.025282235313695417,0.044422758240053324,0.09523872140807459,0.03881535040000615,0.2336811071385667,0.08484358437916965,0.032049621930222136,0.22460276835644372,0.08535798644730991,0.031677370938295535,0.23000601484673525,0.11555444383302335,0.04760247287691693,0.2805070552549868
ancf_16x6,3,16.0,6.0,64,0;12;22;36;63,-0.003653827495865125,0.9,0.05310505768309104,0.042538239155561236,0.06629675340371335,0.034858072456474314,0.02304531829056623,0.05272590293874211,0.03276133025950404,0.020259421497041737,0.05297805569270663,0.03558354637579441,0.024032208041176475,0.05268715927012782,0.08487220938512274,0.03475210652779857,0.2072764112917912,0.08109247156346248,0.03276204630136064,0.2007197256173179,0.0932938361317731,0.04073968802068639,0.21364277153429923,0.10874087449649604,0.04911882840221042,0.24073411705663927
ancf_10x5,4,10.0,5.0,80,0;10;37;51;79,-0.0938664166667379,0.9,0.03982674498229227,0.0376323371242733,0.04214911262743351,0.03653262800723036,0.031958021498766656,0.041762063060323644,0.03135353907084297,0.026124826183340454,0.03762874460361977,0.034664471394896146,0.030719774612259127,0.03911570290649361,0.05440795749573768,0.026512258148585436,0.11165498699762552,0.06188173429999887,0.030826377845832933,0.12422312667179942,0.06018433721000378,0.0285322344701997,0.12694955416795628,0.09936547866167722,0.052773102409377604,0.18709338467676942
ancf_10x6,4,10.0,6.0,90,0;12;41;57;89,-0.15649464093937393,0.5,0.04895166292752229,0.06768720662182445,0.03540204158162334,0.052351586960083435,0.05038336371450455,0.054396698735106046,0.03576848615403005,0.03764686878890102,0.0339838250273878,0.05082619648536566,0.044515775426403364,0.05803116365882236,0.05285170658965643,0.02529666120665113,0.11042180098868952,0.05894110064391193,0.03148506109070773,0.11033973652161856,0.05700545520181574,0.02963323333697885,0.10966140231181148,0.1073226651261824,0.056834254333859247,0.2026621899906708
ancf_11x10,4,11.0,10.0,145,10;11;22;86;104,-0.3,0.6000000000000001,0.03510620703548008,0.03010637673065279,0.040936369840983776,0.048067956785688905,0.038057291572719684,0.0607118471669459,0.08018370402457567,0.053419799829100854,0.12035661705340707,0.13342548779649077,0.09400627779949602,0.18937416958154418,0.03532834610057669,0.026546019832918582,0.047016164609898575,0.07115503553683306,0.06748384596788266,0.07502594153655096,0.06642113367532004,0.043034547838304994,0.10251686657174137,0.08670550782619488,0.07769112770984406,0.09676581237790133
ancf_11x7,4,11.0,7.0,116,0;15;57;76;115,-0.15802043890802706,0.0,0.035471611981159216,0.06943310421721789,0.01812154692962587,0.05972302203486108,0.0429885688238525,0.08297180991513765,0.035471611981159216,0.06943310421721789,0.01812154692962587,0.07119178389217594,0.054554910289890145,0.09290217996544868,0.04233685690250693,0.02022890995630919,0.08860632907332283,0.059523892664432164,0.036620188756555386,0.09675247229009958,0.047166433071050354,0.02735034425806492,0.08133983205677105,0.11129958770282146,0.06144027804862397,0.20162015238626482
ancf_11x8,4,11.0,8.0,119,0;16;60;80;118,-0.19084962301477254,0.1,0.06052429602365534,0.08183830225314545,0.04476131967923696,0.07432078061211317,0.04280564604616341,0.12903854843907733,0.05384040009630366,0.07159674788801262,0.04048771442893145,0.07033183303579645,0.0545914824347289,0.09061059560141826,0.04488156052146927,0.02293157335522562,0.08784196546999162,0.048898111334460835,0.029476601579086333,0.0811160433695912,0.046978000900086185,0.027210365223928164,0.08110631924292486,0.10173719296344291,0.056099899156140755,0.18450044630691365
ancf_12x5,4,12.0,5.0,86,0;11;39;55;85,-0.06795615409993089,0.30000000000000004,0.03221087702111848,0.03541376210893422,0.02929766668895838,0.04205434018731184,0.02911547731169236,0.06074320917555147,0.02710490560129704,0.022737223778039068,0.032311592427779874,0.046178798684463104,0.038820723202249836,0.054931522960823785,0.05258322770554885,0.018410468118131695,0.15018606904462536,0.09282526866804228,0.046420796130484,0.1856178958903261,0.08619936673494646,0.04012247714573579,0.18519122831117346,0.10744650259751633,0.049926686993877756,0.23123406770118263
ancf_13x8,4,13.0,8.0,168,0;22;72;90;130,-0.12991234816319316,0.0,0.06111161648005732,0.14703621878434633,0.025399385945058098,0.0830917360994762,0.05874244908774453,0.11753402718555418,0.06111161648005732,0.14703621878434633,0.025399385945058098,0.08404056632305561,0.0629461554571463,0.11220410105440466,0.05942706736610715,0.036903293175048854,0.09569813509553168,0.05707609487453721,0.03697731355061867,0.08809943971910496,0.04773387714534688,0.030018157986067568,0.07590482495243739,0.07095206898249268,0.04265551577397716,0.1180198152935619
