atlas_joint_error,atlas_probe_loss,atlas_vs_generic_hybrid_cubic_ratio,catastrophic,cell,development_target_cell,discharge_order,eta,event_index,event_rank_fraction,fallback_certification_loss,generic_hybrid_cubic_joint_error,last_probe_after_event,local_joint_error,local_relaxation_error,local_tail_error,local_temperature_coordinate,local_temperature_kind,local_voltage_coordinate,local_voltage_kind,q_off_Ah,raw_points,relaxation_points,relaxation_safe_vs_local_ratio,rest_duration_s,safe_joint_error,safe_relaxation_error,safe_tail_error,safe_vs_local_ratio,scored_points,selected_lambda,source_cycle_index,tail_points,tail_safe_vs_local_ratio
0.03708782697194912,1.22835882275019e-05,0.1950482195212739,False,B0006,B0006,35,-0.29999999999999893,350,0.9749303621169917,0.000388419584892013,0.1901469650067939,False,0.1334745541257032,0.7663196421403671,0.46202278358895066,rank,poly3,hybrid,pchip,1.8241406969000964,360,9,0.5039349248492295,87.39100000000008,0.06747566149911707,0.3861752312724943,0.23408340938079603,0.5055320239959002,355,0.75,105,29,0.5066490608156973
0.03804577460650964,9.517457914513202e-06,0.1459547676938292,False,B0006,B0006,40,-0.1499999999999988,338,0.9548022598870056,0.00017460891809051012,0.2606682550193814,False,0.052669905852999487,0.15209294542873766,0.16490315705735822,rank,poly3,rank,pchip,1.7607725966274093,355,16,1.060613942312849,154.60899999999992,0.03804577460650964,0.16131189844914645,0.13255182459624057,0.7223436987469568,350,1.0,125,28,0.8038161728470432
0.03974073019118268,1.900066555079837e-06,0.13889163246076855,False,B0006,B0006,46,-0.04999999999999871,329,0.9454022988505747,0.00011757025636479914,0.2861276052926218,False,0.07278562543475922,0.2649383506198025,0.23528690687644846,rank,poly3,time,pchip,1.7128813003847083,349,19,0.5985483987273911,182.95400000000018,0.03974073019118268,0.15857842552495888,0.13658689524810838,0.5459969596167576,344,1.0,147,28,0.5805120950475648
0.04369351545173902,1.4674427388413097e-05,0.1612073232514691,False,B0006,B0006,52,-0.04999999999999871,330,0.9482758620689655,0.0001857314326018455,0.27103927148260515,False,0.061755480762204974,0.20932397774855868,0.19475266952718986,charge,poly3,time,pchip,1.7185648345251272,349,18,0.8404134557247052,173.34400000000005,0.04369351545173902,0.1759186875057075,0.1496539422467418,0.7075244968132437,344,1.0,169,28,0.7684307620022034
0.06159344704478416,2.3190233815398222e-05,0.16611253269536433,False,B0006,B0006,58,1.3322676295501878e-15,317,0.9215116279069767,0.002752044948661775,0.3707934979098843,False,0.19593784847256068,0.6643543394417162,0.6525535706915594,time,poly3,time,pchip,1.6506060443968138,345,27,0.31794923035010886,259.90599999999995,0.06159344704478416,0.21123095090524863,0.2074849314231375,0.31435196173142504,340,1.0,193,28,0.31795846462574767
0.04849110762686838,3.8748443900511546e-05,0.2612187930419102,False,B0006,B0006,63,-0.09999999999999876,307,0.9029411764705882,0.0007441732828638505,0.18563406967081583,True,0.12545866437854625,0.3356734913396146,0.3596980441662096,charge,poly3,hybrid,pchip,1.5980691260679347,341,32,1.0,318.1869999999999,0.12545866437854625,0.3356734913396146,0.3596980441662096,1.0,336,0.0,213,27,1.0
0.03179183145691671,6.795471576097877e-06,0.33397500725644585,False,B0006,B0006,69,0.10000000000000142,296,0.8809523809523809,0.0015073956835776538,0.09519224722257452,True,0.09454937669099825,0.12994147568744494,0.11763840233314661,charge,pchip,charge,pchip,1.541048127020316,337,39,0.8458330541992983,385.10899999999674,0.0773117895718069,0.10990879524787542,0.09964160232558313,0.8176869301261879,332,0.25,235,27,0.8470159433430814
0.01309807958268595,3.820110228235841e-06,0.10410655022882977,False,B0006,B0006,75,0.10000000000000142,289,0.8704819277108434,0.0058425866601574,0.125814173593265,True,0.09913712208479386,0.12500651446190225,0.10358356010853163,charge,pchip,charge,pchip,1.503962940439282,333,42,0.5022186996271512,414.34400000000005,0.05000258430119625,0.06278060913797921,0.048198808242163396,0.5043780094647905,328,0.5,259,27,0.4653133006015837
0.013838801727354478,5.5930879508144e-06,0.10430069033147168,False,B0006,B0006,81,0.10000000000000142,286,0.8693009118541033,0.008070742967479571,0.1326817845919737,True,0.10263349122774285,0.12736781577461212,0.1015636376998049,charge,pchip,charge,pchip,1.4889176004711604,330,42,0.46228216949057643,414.46900000000005,0.04899253037743045,0.058879870199563755,0.041904410374330035,0.4773542222072173,325,0.5,281,26,0.4125926495286465
0.021090183730168573,1.3522336358627525e-05,0.1412359876830311,False,B0006,B0006,86,0.10000000000000142,280,0.8615384615384616,0.012885029749124168,0.14932584871711466,True,0.1063452639503572,0.12845520541984984,0.09677557903547714,charge,pchip,charge,pchip,1.4576048504655446,326,44,0.3892900263427544,434.59400000000005,0.0456523723321849,0.050006330301757274,0.031090711793322436,0.42928448937317776,321,0.5,301,26,0.3212660890608036
